Age,DailyRate,DistanceFromHome,EmployeeCount,HourlyRate,JobInvolvement,JobLevel,MonthlyIncome,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,StandardHours,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Education_2,Education_3,Education_4,Education_5,EnvironmentSatisfaction_2,EnvironmentSatisfaction_3,EnvironmentSatisfaction_4,JobSatisfaction_2,JobSatisfaction_3,JobSatisfaction_4,StockOptionLevel_1,StockOptionLevel_2,StockOptionLevel_3,WorkLifeBalance_2,WorkLifeBalance_3,WorkLifeBalance_4,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Research & Development,Department_Sales,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Married,MaritalStatus_Single,OverTime_Yes,Attrition
29.0,738,9,1,30,2,1,3983.0,7621.0,0,17,80,4,2,3,2,2,2,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
30.0,570,5,1,30,2,2,6118.0,5431.0,1,13,80,10,2,10,9,1,2,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
27.0,1130,8,1,56,3,2,6214.0,3415.0,1,18,80,8,3,8,7,0,7,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
37.0,1192,5,1,61,3,2,6347.0,23177.0,7,16,80,8,2,6,2,0,4,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
38.0,343,15,1,92,2,3,11510.0,15682.0,0,14,80,12,3,11,10,2,9,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
31.0,1232,7,1,39,3,3,7143.0,25713.0,1,14,80,11,2,11,9,4,10,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0
29.0,144,10,1,39,2,2,8268.0,11866.0,1,14,80,7,2,7,7,1,7,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
35.0,1296,5,1,62,3,3,8095.0,18264.0,0,13,80,17,5,16,6,0,13,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
23.0,1309,26,1,83,3,1,2904.0,16092.0,1,12,80,4,2,4,2,0,2,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
41.0,483,6,1,95,2,2,6032.0,10110.0,6,15,80,8,3,5,4,1,2,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0
47.0,1309,4,1,99,3,2,2976.0,25751.0,3,19,80,5,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
42.0,810,23,1,44,3,4,15992.0,15901.0,2,14,80,16,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
29.0,746,2,1,61,3,2,4649.0,16928.0,1,14,80,4,3,4,3,0,2,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
42.0,544,2,1,52,3,1,2696.0,24017.0,0,11,80,4,5,3,2,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
32.0,1062,2,1,75,3,1,2370.0,3956.0,1,13,80,8,4,8,0,0,7,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
48.0,530,29,1,91,3,3,12504.0,23978.0,3,21,80,15,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
37.0,1319,6,1,51,4,2,5974.0,17001.0,4,13,80,13,2,7,7,6,7,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
30.0,641,25,1,85,3,2,4736.0,6069.0,7,12,80,4,2,2,2,2,2,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0
26.0,933,1,1,57,3,2,5296.0,20156.0,1,17,80,8,3,8,7,7,7,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
42.0,1332,2,1,98,2,2,6781.0,17078.0,3,23,80,14,6,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
21.0,756,1,1,99,2,1,2174.0,9150.0,1,11,80,3,3,3,2,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1
36.0,845,1,1,45,3,2,6653.0,15276.0,4,15,80,7,6,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
36.0,541,3,1,48,2,3,9699.0,7246.0,4,11,80,16,2,13,9,1,12,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
57.0,593,1,1,88,3,2,6755.0,2967.0,2,11,80,15,2,3,2,1,2,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
40.0,1171,10,1,46,4,1,2213.0,22495.0,3,13,80,10,3,7,7,1,7,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
21.0,895,9,1,39,3,1,2610.0,2851.0,1,24,80,3,3,3,2,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
33.0,350,5,1,34,3,1,2851.0,9150.0,1,13,80,1,2,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1
37.0,921,10,1,98,3,1,3452.0,17663.0,6,20,80,17,3,5,4,0,3,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
46.0,1144,7,1,30,3,2,5258.0,16044.0,2,14,80,7,2,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
41.0,143,4,1,56,3,2,9355.0,9558.0,1,18,80,8,5,8,7,7,7,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
50.0,1046,10,1,100,2,3,10496.0,2755.0,6,15,80,20,2,4,3,1,3,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
40.0,575,22,1,68,2,2,6380.0,6110.0,2,12,80,8,6,6,4,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1
31.0,408,9,1,42,2,1,2657.0,7551.0,0,16,80,3,5,2,2,2,2,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
21.0,156,12,1,90,4,1,2716.0,25422.0,1,15,80,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
29.0,1283,23,1,54,3,1,2201.0,18168.0,9,16,80,6,4,3,2,1,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
35.0,755,9,1,97,2,2,6540.0,19394.0,9,19,80,10,5,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
27.0,1469,1,1,82,3,1,3816.0,17881.0,1,11,80,5,2,5,2,0,4,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
28.0,304,9,1,92,3,2,5253.0,20750.0,1,16,80,7,1,7,5,0,7,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
49.0,1261,7,1,31,2,3,10965.0,12066.0,8,24,80,26,2,5,2,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
51.0,1178,14,1,87,3,2,4936.0,14862.0,4,11,80,18,2,7,7,0,7,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
36.0,329,2,1,96,3,1,2543.0,11868.0,4,13,80,6,3,2,2,2,2,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
34.0,1362,19,1,67,4,2,5304.0,4652.0,8,13,80,9,3,5,2,0,4,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
55.0,1311,2,1,97,3,4,16659.0,23258.0,2,13,80,30,2,5,4,1,2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
24.0,1371,10,1,77,3,2,4260.0,5915.0,1,12,80,5,2,5,2,0,3,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
30.0,202,2,1,72,3,1,2476.0,17434.0,1,18,80,1,3,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
26.0,575,3,1,73,3,1,3102.0,6582.0,0,22,80,7,2,6,4,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
22.0,253,11,1,43,3,1,2244.0,24440.0,1,13,80,2,1,2,1,1,2,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
36.0,164,2,1,61,2,3,7596.0,3809.0,1,13,80,10,2,10,9,9,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
30.0,464,4,1,40,3,1,2285.0,3427.0,9,23,80,3,4,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1
37.0,1107,14,1,95,3,1,3034.0,26704.24,1,12,80,18,2,18,7,12,14,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
40.0,759,2,1,46,3,2,5715.0,22553.0,7,12,80,8,5,5,4,1,3,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
42.0,201,1,1,95,3,1,2576.0,20490.0,3,16,80,8,5,5,2,1,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
37.0,1305,10,1,49,3,2,4197.0,21123.0,2,12,80,18,2,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
43.0,982,12,1,59,2,4,14336.0,4345.0,1,11,80,25,3,25,10,3,9,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
40.0,555,2,1,78,2,2,3448.0,13436.0,6,22,80,20,3,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
54.0,821,5,1,86,3,5,19406.0,8509.0,4,11,80,24,4,4,2,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
34.0,1381,4,1,72,3,2,6538.0,12740.0,9,15,80,6,3,3,2,1,2,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
31.0,480,7,1,31,3,2,4306.0,4156.0,1,12,80,13,5,13,10,3,12,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
43.0,313,21,1,61,3,1,2258.0,15238.0,7,20,80,8,1,3,2,1,2,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
43.0,1473,8,1,74,3,2,4522.0,2325.07,4,14,80,8,3,5,2,0,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
25.0,891,4,1,99,2,2,4487.0,12090.0,1,11,80,5,3,5,4,1,3,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
37.0,1063,25,1,72,3,2,4449.0,23866.0,3,15,80,15,2,13,11,10,7,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
31.0,329,1,1,98,2,1,2218.0,16193.0,1,12,80,4,3,4,2,3,2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
39.0,1218,1,1,52,3,5,19197.0,8213.0,1,14,80,21,3,21,8,1,6,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
56.0,906,6,1,86,4,4,13212.0,18256.0,9,11,80,35,0,7,7,7,7,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
30.0,1082,12,1,83,3,2,6577.0,19558.0,0,11,80,6,6,5,4,4,4,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
41.0,645,1,1,49,4,3,8392.0,19566.0,1,16,80,10,2,10,7,0,7,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
28.0,1300,17,1,79,3,2,4558.0,13535.0,1,12,80,10,2,10,0,1,8,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
25.0,688,3,1,91,3,1,4031.0,9396.0,5,13,80,6,5,2,2,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
52.0,319,3,1,39,2,3,7969.0,19609.0,2,14,80,28,4,5,4,0,4,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
45.0,192,10,1,69,3,1,2654.0,9655.0,3,21,80,8,3,2,2,0,2,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
52.0,1485,4,1,30,3,4,16555.0,10310.0,2,13,80,31,2,5,2,1,4,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
42.0,532,29,1,92,3,2,4556.0,12932.0,2,11,80,19,3,5,4,0,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
30.0,317,2,1,43,1,2,6091.0,24793.0,2,20,80,11,2,5,4,0,2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
58.309999999999945,422,7,1,41,3,5,19566.0,3854.0,5,11,80,33,5,29,8,11,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
46.0,1485,18,1,87,3,2,4810.0,26314.0,2,14,80,19,5,10,7,0,8,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
42.0,1368,28,1,88,2,2,4523.0,4386.0,0,11,80,7,4,6,5,0,4,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
24.0,1448,1,1,62,3,1,3202.0,21972.0,1,16,80,6,4,5,3,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1
34.0,296,6,1,33,1,1,2351.0,12253.0,0,16,80,3,3,2,2,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
38.0,1485,2,1,42,3,1,1702.0,12106.0,1,23,80,1,3,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
40.0,1398,2,1,79,3,5,18041.0,13022.0,0,14,80,21,2,20,15,1,12,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
26.0,1349,23,1,90,3,1,2886.0,3032.0,1,22,80,3,3,3,2,0,2,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
30.0,1400,3,1,53,3,1,2097.0,16734.0,4,15,80,9,3,5,3,1,4,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
29.0,986,3,1,93,2,3,11935.0,21526.0,1,18,80,10,2,10,2,0,7,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
29.0,408,25,1,71,2,1,2546.0,18300.0,5,16,80,6,2,2,2,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
19.0,489,2,1,52,2,1,2564.0,18437.0,1,12,80,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1
30.0,1398,22,1,69,3,3,8412.0,2890.0,0,11,80,10,3,9,8,7,8,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
57.0,210,29,1,56,2,4,14118.0,22102.0,3,12,80,32,3,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
50.0,1099,29,1,88,2,4,17046.0,9314.0,0,15,80,28,2,27,10,14,7,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
30.0,1116,2,1,49,3,1,2564.0,7181.0,0,14,80,12,2,11,7,6,7,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
58.309999999999945,1485,28,1,80,2,3,10266.0,2845.0,4,19,80,22,5,18,13,13,11,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
47.0,983,2,1,65,3,2,5070.0,7389.0,5,13,80,20,2,5,0,0,4,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
46.0,1009,2,1,51,3,4,17861.0,2325.07,6,13,80,26,2,3,2,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
35.0,144,22,1,46,1,1,4230.0,19225.0,0,15,80,6,2,5,4,4,3,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
54.0,548,8,1,42,3,2,3780.0,23428.0,7,11,80,19,3,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
34.0,1303,2,1,62,2,1,2768.0,8416.0,3,12,80,14,3,7,3,5,7,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
46.0,1125,10,1,94,2,3,9071.0,11563.0,2,19,80,15,3,3,2,1,2,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
31.0,1274,9,1,33,3,3,10648.0,14394.0,1,25,80,13,6,13,8,0,8,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
33.0,1277,15,1,56,3,3,13610.0,24619.0,7,12,80,15,2,7,6,7,7,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1
33.0,587,10,1,38,1,1,3408.0,6705.0,7,13,80,8,2,4,3,1,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
30.0,413,7,1,57,3,1,2983.0,18398.0,0,14,80,4,3,3,2,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
35.0,1276,16,1,72,3,3,7632.0,14295.0,4,12,80,10,2,8,7,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
31.0,534,20,1,66,3,3,9824.0,22908.0,3,12,80,12,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
34.0,988,23,1,43,3,3,9950.0,11533.0,9,15,80,11,2,3,2,0,2,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
42.0,1474,5,1,97,3,1,2093.0,9260.0,4,17,80,8,4,2,2,2,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
36.0,635,10,1,32,3,3,9980.0,15318.0,1,14,80,10,3,10,3,9,7,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
22.0,1368,4,1,99,2,1,3894.0,9129.0,5,16,80,4,3,2,2,1,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1
48.0,163,2,1,37,3,2,4051.0,19658.0,2,14,80,14,2,9,7,6,7,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
55.0,1117,18,1,83,3,4,16835.0,9873.0,3,23,80,35,2,10,9,7,7,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
41.0,267,10,1,56,3,2,6230.0,13430.0,7,14,80,16,3,14,3,1,10,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
35.0,619,1,1,85,3,2,4717.0,18659.0,9,11,80,15,2,11,9,6,9,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
40.0,302,6,1,75,3,4,13237.0,20364.0,7,15,80,22,3,20,6,5,13,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
39.0,443,8,1,48,3,1,3755.0,17872.0,1,11,80,8,3,8,3,0,7,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
